player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year
Jack Grealish,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460,"Sep 10, 1995",180,right,Left Winger,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2021,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2021,117500000,2021
Romelu Lukaku,https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341,"May 13, 1993",191,left,Centre-Forward,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,113000000,2021
Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,"Mar 25, 2000",180,right,Left Winger,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2021,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,85000000,2021
Dusan Vlahovic,https://www.transfermarkt.com/dusan-vlahovic/profil/spieler/357498,"Jan 28, 2000",190,left,Centre-Forward,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2021,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,81600000,2021
Lionel Messi,https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,"Jun 24, 1987",169,left,Right Winger,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,free transfer,2021
Raphaël Varane,https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,"Apr 25, 1993",191,right,Centre-Back,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2021,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,40000000,2021
Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,"Nov 4, 1998",181,right,Right-Back,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,66500000,2021
Dayot Upamecano,https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,"Oct 27, 1998",186,right,Centre-Back,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2021,42500000,2021
Antoine Griezmann,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,"Mar 21, 1991Happy Birthday",176,left,Second Striker,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2021,10000000,2021
Gianluigi Donnarumma,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,"Feb 25, 1999",196,right,Goalkeeper,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,free transfer,2021
Ben White,https://www.transfermarkt.com/ben-white/profil/spieler/335721,"Oct 8, 1997",186,right,Centre-Back,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2021,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,58500000,2021
Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,"Feb 29, 2000",182,right,Right Winger,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,55000000,2021
Eduardo Camavinga,https://www.transfermarkt.com/eduardo-camavinga/profil/spieler/640428,"Nov 10, 2002",182,left,Central Midfield,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2021,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2021,31000000,2021
David Alaba,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,"Jun 24, 1992",180,left,Centre-Back,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2021,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2021,free transfer,2021
Luis Díaz,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692,"Jan 13, 1997",180,right,Left Winger,Portugal,Liga Portugal,FC Porto,https://www.transfermarkt.com/fc-porto/startseite/verein/720/saison_id/2021,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2021,45000000,2021
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,"Nov 6, 1995",185,right,Centre-Forward,Germany,Bundesliga,Eintracht Frankfurt,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2021,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,23000000,2021
Cristiano Ronaldo,https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198,"Feb 5, 1985",187,right,Centre-Forward,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,15000000,2021
Memphis Depay,https://www.transfermarkt.com/memphis-depay/profil/spieler/167850,"Feb 13, 1994",176,right,Centre-Forward,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,free transfer,2021
Bruno Guimarães,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624,"Nov 16, 1997",182,right,Defensive Midfield,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2021,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2021,42100000,2021
Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,"Mar 17, 1994",177,right,Central Midfield,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2021,15000000,2021
Ibrahima Konaté,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,"May 25, 1999",194,right,Centre-Back,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2021,40000000,2021
Tammy Abraham,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,"Oct 2, 1997",194,right,Centre-Forward,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,40000000,2021
Martin Ødegaard,https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264,"Dec 17, 1998",178,left,Attacking Midfield,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2021,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,35000000,2021
Nuno Mendes,https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,"Jun 19, 2002",176,left,Left-Back,Portugal,Liga Portugal,Sporting CP,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336/saison_id/2021,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,7000000,2021
Saúl Ñíguez,https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,"Nov 21, 1994",184,left,Central Midfield,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2021,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,5000000,2021
Emiliano Buendía,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,"Dec 25, 1996",172,right,Right Winger,England,Premier League,Norwich City,https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2021,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2021,38400000,2021
Rodrigo de Paul,https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901,"May 24, 1994",180,right,Central Midfield,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2021,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2021,35000000,2021
Tanguy Ndombélé,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936,"Dec 28, 1996",181,right,Central Midfield,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2021,1420000,2021
Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,"Oct 27, 1994",190,right,Centre-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,England,Premier League,West Ham United,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2021,35000000,2021
Leon Bailey,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,"Aug 9, 1997",178,left,Left Winger,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2021,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2021,32000000,2021
Angeliño,https://www.transfermarkt.com/angelino/profil/spieler/277179,"Jan 4, 1997",171,left,Left Midfield,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2021,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,18000000,2021
Cristian Romero,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,"Apr 27, 1998",185,right,Centre-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,16000000,2021
Moise Kean,https://www.transfermarkt.com/moise-kean/profil/spieler/364135,"Feb 28, 2000",183,right,Centre-Forward,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,7000000,2021
Hakan Calhanoglu,https://www.transfermarkt.com/hakan-calhanoglu/profil/spieler/126414,"Feb 8, 1994",178,right,Central Midfield,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,free transfer,2021
Cristian Romero,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,"Apr 27, 1998",185,right,Centre-Back,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,loan transfer,2021
Manuel Locatelli,https://www.transfermarkt.com/manuel-locatelli/profil/spieler/265088,"Jan 8, 1998",185,right,Defensive Midfield,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2021,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,loan transfer,2021
Robin Gosens,https://www.transfermarkt.com/robin-gosens/profil/spieler/273132,"Jul 5, 1994",183,left,Left Midfield,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,loan transfer,2021
Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,"Dec 5, 1995",181,right,Centre-Forward,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,loan transfer,2021
Patson Daka,https://www.transfermarkt.com/patson-daka/profil/spieler/365172,"Oct 9, 1998",183,right,Centre-Forward,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2021,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2021,30000000,2021
Donyell Malen,https://www.transfermarkt.com/donyell-malen/profil/spieler/326029,"Jan 19, 1999",178,right,Centre-Forward,Netherlands,Eredivisie,PSV Eindhoven,https://www.transfermarkt.com/psv-eindhoven/startseite/verein/383/saison_id/2021,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2021,30000000,2021
Nikola Vlasic,https://www.transfermarkt.com/nikola-vlasic/profil/spieler/293200,"Oct 4, 1997",178,right,Attacking Midfield,Russia,Premier Liga,CSKA Moscow,https://www.transfermarkt.com/zska-moskau/startseite/verein/2410/saison_id/2021,England,Premier League,West Ham United,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2021,30000000,2021
Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,"Dec 7, 1991",191,right,Centre-Forward,England,Premier League,Burnley FC,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2021,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2021,30000000,2021
Lucas Digne,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664,"Jul 20, 1993",178,left,Left-Back,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2021,30000000,2021
Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,"May 27, 1999",184,right,Centre-Forward,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2021,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2021,26000000,2021
Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,"Feb 11, 2001",175,left,Left Winger,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,25000000,2021
Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,"Aug 3, 1993",171,left,Right Winger,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2021,21000000,2021
Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,"Apr 25, 2000",186,left,Right Winger,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,10000000,2021
Joaquín Correa,https://www.transfermarkt.com/joaquin-correa/profil/spieler/227081,"Aug 13, 1994",188,right,Second Striker,Italy,Serie A,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2021,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,5000000,2021
Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,"Nov 11, 1990",175,right,Central Midfield,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2021,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,free transfer,2021
Danny Ings,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,"Jul 23, 1992",178,right,Centre-Forward,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2021,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2021,29420000,2021
Joe Willock,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,"Aug 20, 1999",186,right,Central Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2021,29400000,2021
Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,"Nov 10, 1997",170,right,Left Winger,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,England,Premier League,Leeds United,https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2021,29100000,2021
Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,"Dec 19, 1997",185,right,Centre-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,28800000,2021
Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,"May 14, 1998",191,right,Goalkeeper,England,Championship,Sheffield United,https://www.transfermarkt.com/sheffield-united/startseite/verein/350/saison_id/2021,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,28000000,2021
Boubakary Soumaré,https://www.transfermarkt.com/boubakary-soumare/profil/spieler/344605,"Feb 27, 1999",188,right,Defensive Midfield,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2021,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2021,20000000,2021
James Rodríguez,https://www.transfermarkt.com/james-rodriguez/profil/spieler/88103,"Jul 12, 1991",181,left,Attacking Midfield,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,Qatar,Stars League,Al-Rayyan SC,https://www.transfermarkt.com/al-rayyan-sc/startseite/verein/3229/saison_id/2021,8000000,2021
Merih Demiral,https://www.transfermarkt.com/merih-demiral/profil/spieler/340879,"Mar 5, 1998",190,right,Centre-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,3000000,2021
Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,"Jan 25, 1996",176,right,Right Winger,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,loan transfer,2021
Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,"Feb 11, 2001",175,left,Left Winger,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,loan transfer,2021
Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,"Nov 20, 1996",191,right,Defensive Midfield,Germany,Bundesliga,Borussia Mönchengladbach,https://www.transfermarkt.com/borussia-monchengladbach/startseite/verein/18/saison_id/2021,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,8600000,2021
Sandro Tonali,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,"May 8, 2000",181,right,Defensive Midfield,Italy,Serie B,Brescia Calcio,https://www.transfermarkt.com/brescia-calcio/startseite/verein/19/saison_id/2021,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,6900000,2021
Marash Kumbulla,https://www.transfermarkt.com/marash-kumbulla/profil/spieler/371371,"Feb 8, 2000",191,right,Centre-Back,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2021,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,26500000,2021
Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,"Jan 14, 1999",183,right,Right-Back,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,25000000,2021
Yuri Alberto,https://www.transfermarkt.com/yuri-alberto/profil/spieler/489893,"Mar 18, 2001",183,both,Centre-Forward,Brazil,Série A,Sport Club Internacional,https://www.transfermarkt.com/sc-internacional-porto-alegre/startseite/verein/6600/saison_id/2021,Russia,Premier Liga,Zenit St. Petersburg,https://www.transfermarkt.com/zenit-st-petersburg/startseite/verein/964/saison_id/2021,25000000,2021
Weston McKennie,https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697,"Aug 28, 1998",177,right,Central Midfield,Germany,2. Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2021,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,20500000,2021
Rodrigo Bentancur,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,"Jun 25, 1997",187,right,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,19000000,2021
Ilaix Moriba,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,"Jan 19, 2003",185,right,Central Midfield,Spain,Primera Div. R.F.E.F. - Gr. II,FC Barcelona B,https://www.transfermarkt.com/fc-barcelona-b/startseite/verein/2464/saison_id/2021,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,16000000,2021
Mike Maignan,https://www.transfermarkt.com/mike-maignan/profil/spieler/182906,"Jul 3, 1995",191,right,Goalkeeper,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2021,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,14300000,2021
Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,"Jan 14, 1999",183,right,Right-Back,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,14000000,2021
Roger Ibañez,https://www.transfermarkt.com/roger-ibanez/profil/spieler/524481,"Nov 23, 1998",186,right,Centre-Back,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,9000000,2021
Ozan Kabak,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,"Mar 25, 2000",187,right,Centre-Back,Germany,2. Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2021,England,Premier League,Norwich City,https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2021,4000000,2021
Sardar Azmoun,https://www.transfermarkt.com/sardar-azmoun/profil/spieler/180337,"Jan 1, 1995",186,both,Centre-Forward,Russia,Premier Liga,Zenit St. Petersburg,https://www.transfermarkt.com/zenit-st-petersburg/startseite/verein/964/saison_id/2021,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2021,2500000,2021
Pablo Sarabia,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,"May 11, 1992",174,left,Right Winger,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2021,Portugal,Liga Portugal,Sporting CP,https://www.transfermarkt.com/sporting-lissabon/startseite/verein/336/saison_id/2021,2000000,2021
André Zambo Anguissa,https://www.transfermarkt.com/andre-zambo-anguissa/profil/spieler/354361,"Nov 16, 1995",184,right,Defensive Midfield,England,Championship,Fulham FC,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2021,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2021,600000,2021
Héctor Bellerín,https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217,"Mar 19, 1995",178,right,Right-Back,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,loan transfer,2021
Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,"Apr 18, 1997",184,right,Central Midfield,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,loan transfer,2021
Dele Alli,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,"Apr 11, 1996",188,right,Attacking Midfield,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,free transfer,2021
