0,1,2,3,4,5,6,7,8,9
Ellyes Skhiri,2021,16,4,1,3,0,0,1234,
Grégoire Defrel,2018,39,12,2,2,0,0,2514,
Grégoire Defrel,2019,17,3,3,1,0,0,977,
Grégoire Defrel,2020,28,3,2,1,0,0,1330,
Grégoire Defrel,2021,32,2,2,3,0,0,1187,
Harry Wilson,2018,49,18,6,12,0,0,3958,
Harry Wilson,2019,35,7,2,3,0,0,1933,
Harry Wilson,2020,39,7,12,4,0,0,3008,
Harry Wilson,2021,35,11,15,4,0,1,2889,
Diego Laxalt,2018,29,0,1,2,0,0,1276,
Diego Laxalt,2019,26,0,1,4,0,0,1030,
Diego Laxalt,2020,26,1,0,3,0,0,1971,
Diego Laxalt,2021,10,0,0,3,0,0,737,
William Saliba,2018,22,0,0,2,0,0,1816,
William Saliba,2019,17,0,0,1,0,0,1441,
William Saliba,2020,30,1,0,5,1,0,2658,
William Saliba,2021,40,0,0,6,0,0,3595,
Danny Welbeck,2018,14,5,1,1,0,0,604,
Danny Welbeck,2019,20,3,1,0,0,0,997,
Danny Welbeck,2020,24,6,3,0,0,0,1548,
Danny Welbeck,2021,18,3,0,0,0,0,799,
Jürgen Locadia,2018,34,4,2,2,0,0,1730,
Jürgen Locadia,2019,32,6,1,1,0,0,2056,
Jürgen Locadia,2020,9,1,0,0,0,0,358,
Jürgen Locadia,2021,13,1,2,0,0,0,650,
Sergio Rico,2018,33,0,1,0,0,60,6,2970.0
Sergio Rico,2019,10,0,0,0,0,6,6,821.0
Sergio Rico,2020,13,0,0,0,0,9,8,1078.0
Sergio Rico,2021,10,0,0,0,0,18,0,832.0
Lys Mousset,2018,28,2,0,1,0,0,646,
Lys Mousset,2019,33,6,4,1,0,0,1374,
Lys Mousset,2020,13,0,0,0,0,0,342,
Lys Mousset,2021,12,3,1,3,0,0,472,
Rémi Oudin,2018,40,11,4,4,0,0,2819,
Rémi Oudin,2019,30,4,3,2,0,0,2354,
Rémi Oudin,2020,39,4,4,2,0,0,2455,
Rémi Oudin,2021,25,4,5,5,0,0,1576,
Maximilian Wöber,2018,24,0,2,3,0,1,1434,
Maximilian Wöber,2019,34,0,2,4,0,0,2738,
Maximilian Wöber,2020,34,1,0,4,0,0,2829,
Maximilian Wöber,2021,28,4,1,6,0,0,2306,
Sofyan Amrabat,2018,31,1,0,6,0,0,1608,
Sofyan Amrabat,2019,35,1,2,10,0,2,3009,
Sofyan Amrabat,2020,33,0,0,7,0,0,2684,
Sofyan Amrabat,2021,17,1,0,4,0,0,525,
Eddie Salcedo,2018,35,13,4,4,1,0,2280,
Eddie Salcedo,2019,17,1,0,0,0,0,677,
Eddie Salcedo,2020,23,3,2,3,0,0,956,
Eddie Salcedo,2021,10,2,0,1,0,0,492,
Timothy Weah,2018,23,8,1,3,0,0,911,
Timothy Weah,2019,3,0,0,1,0,0,84,
Timothy Weah,2020,37,5,1,2,0,0,1347,
Timothy Weah,2021,28,0,4,1,0,1,1337,
Arthur Zagre,2018,25,1,1,2,0,0,1798,
Arthur Zagre,2019,7,0,0,1,0,0,403,
Arthur Zagre,2020,5,0,0,0,0,0,300,
Arthur Zagre,2021,13,2,0,0,0,0,775,
Ola Aina,2018,32,1,3,6,0,1,2265,
Ola Aina,2019,37,0,3,9,0,0,2347,
Ola Aina,2020,33,2,1,3,0,0,2859,
Ola Aina,2021,18,0,0,4,0,0,1273,
Leandro Cabrera,2018,36,2,1,9,1,0,3127,
Leandro Cabrera,2019,38,3,1,5,0,0,3316,
Leandro Cabrera,2020,39,0,1,6,0,0,3339,
Leandro Cabrera,2021,31,2,0,6,0,0,2820,
Rubén Peña,2018,32,1,2,4,0,0,2734,
Rubén Peña,2019,30,2,3,6,0,0,2219,
Rubén Peña,2020,30,1,1,3,0,0,1795,
Rubén Peña,2021,10,0,0,2,0,0,274,
Fernando Calero,2018,36,1,0,6,0,0,3130,
Fernando Calero,2019,24,0,0,6,0,1,1853,
Fernando Calero,2020,31,1,1,5,0,0,2410,
Fernando Calero,2021,10,0,0,2,0,0,654,
Benjamin André,2018,46,4,4,12,1,0,3926,
Benjamin André,2019,36,2,3,10,0,0,2819,
Benjamin André,2020,43,0,1,13,0,0,3301,
Benjamin André,2021,34,2,1,10,1,0,2862,
Kevin Trapp,2018,45,0,3,0,0,61,12,4048.0
Kevin Trapp,2019,34,0,1,0,0,55,7,3060.0
Kevin Trapp,2020,35,0,0,0,0,57,4,3150.0
Kevin Trapp,2021,35,0,3,0,0,47,5,3180.0
Rogério,2018,35,1,1,10,0,1,2841,
Rogério,2019,18,1,1,7,0,0,1202,
Rogério,2020,29,0,1,4,0,0,1958,
Rogério,2021,19,0,2,5,0,0,1554,
Marc Cucurella,2018,33,2,2,6,0,0,2536,
Marc Cucurella,2019,46,1,6,10,0,0,3749,
Marc Cucurella,2020,39,3,2,9,0,0,3324,
Marc Cucurella,2021,30,0,2,4,0,0,2480,
