player_id,transfer_date,transfer_str,club_from,club_to,forum_link
203460,12.01.2020,Done deal,https://www.transfermarkt.com/aston-villa/startseite/verein/405,https://www.transfermarkt.com/man-city/startseite/verein/281,https://www.transfermarkt.com/jack-grealish-to-manchester-city-/thread/forum/180/thread_id/13116/post_id/24445#24445
203460,16.02.2020,Transfer failed,https://www.transfermarkt.com/aston-villa/startseite/verein/405,https://www.transfermarkt.com/man-utd/startseite/verein/985,https://www.transfermarkt.com/jack-grealish-to-manchester-united-/thread/forum/180/thread_id/13274/post_id/22856#22856
203460,23.04.2019,Transfer failed,https://www.transfermarkt.com/aston-villa/startseite/verein/405,https://www.transfermarkt.com/crystal-palace/startseite/verein/873,https://www.transfermarkt.com/jack-grealish-to-crystal-palace-/thread/forum/180/thread_id/11992/post_id/20046#20046
96341,31.05.2021,Done deal,https://www.transfermarkt.com/inter/startseite/verein/46,https://www.transfermarkt.com/chelsea/startseite/verein/631,https://www.transfermarkt.com/chelsea-fc-want-to-re-sign-romelu-lukaku/thread/forum/180/thread_id/14291/post_id/24484#24484
96341,12.05.2019,Done deal,https://www.transfermarkt.com/man-utd/startseite/verein/985,https://www.transfermarkt.com/inter/startseite/verein/46,https://www.transfermarkt.com/romelu-lukaku-to-inter-milan-/thread/forum/180/thread_id/12082/post_id/21437#21437
96341,30.07.2019,Transfer failed,https://www.transfermarkt.com/man-utd/startseite/verein/985,https://www.transfermarkt.com/juventus/startseite/verein/506,https://www.transfermarkt.com/romelu-lukaku-to-juventus-fc-/thread/forum/180/thread_id/12702/post_id/21364#21364
96341,02.06.2019,Transfer failed,https://www.transfermarkt.com/man-utd/startseite/verein/985,https://www.transfermarkt.com/paris-sg/startseite/verein/583,https://www.transfermarkt.com/romelu-lukaku-to-paris-saint-germain-/thread/forum/180/thread_id/12263/post_id/20470#20470
