player_name,date,market_value,player_club,age
Diogo Jota,2019-06-13,€35.00m,Wolverhampton Wanderers,22
Diogo Jota,2019-12-10,€35.00m,Wolverhampton Wanderers,23
Djibril Sidibé,2012-06-01,€1.75m,ESTAC Troyes,19
Djibril Sidibé,2013-01-07,€2.50m,LOSC Lille,20
Djibril Sidibé,2013-05-30,€3.00m,LOSC Lille,20
Djibril Sidibé,2016-11-01,€12.00m,AS Monaco,24
Djibril Sidibé,2017-06-01,€18.00m,AS Monaco,24
Djibril Sidibé,2018-01-24,€23.00m,AS Monaco,25
Djibril Sidibé,2018-06-04,€23.00m,AS Monaco,25
Djibril Sidibé,2018-10-24,€18.00m,AS Monaco,26
Djibril Sidibé,2019-09-12,€12.00m,Everton FC,27
Djibril Sidibé,2019-12-10,€12.00m,Everton FC,27
Djibril Sidibé,2020-04-08,€9.50m,Everton FC,27
Djibril Sidibé,2020-10-12,€10.00m,AS Monaco,28
Djibril Sidibé,2021-06-04,€8.00m,AS Monaco,28
Dodi Lukébakio,2019-03-06,€10.00m,Fortuna Düsseldorf,21
Dodi Lukébakio,2019-06-05,€18.00m,Fortuna Düsseldorf,21
Dodi Lukébakio,2019-12-17,€21.00m,Hertha BSC,22
Dodi Lukébakio,2020-04-08,€17.00m,Hertha BSC,22
Dodi Lukébakio,2020-07-08,€19.00m,Hertha BSC,22
Dodi Lukébakio,2021-02-10,€15.00m,Hertha BSC,23
Dodi Lukébakio,2021-06-09,€13.00m,Hertha BSC,23
Dominik Szoboszlai,2017-07-02,€200Th.,FC Liefering,16
Dominik Szoboszlai,2017-12-13,€500Th.,FC Liefering,17
Dominik Szoboszlai,2018-06-14,€1.00m,Red Bull Salzburg,17
Dominik Szoboszlai,2018-12-19,€2.00m,Red Bull Salzburg,18
Dominik Szoboszlai,2019-12-16,€15.00m,Red Bull Salzburg,19
Donny van de Beek,2020-04-08,€44.00m,Ajax Amsterdam,22
Donny van de Beek,2020-10-13,€44.00m,Manchester United,23
Donny van de Beek,2020-12-17,€40.00m,Manchester United,23
Donny van de Beek,2021-03-18,€35.00m,Manchester United,23
Donny van de Beek,2021-05-27,€30.00m,Manchester United,24
Donny van de Beek,2021-10-05,€25.00m,Manchester United,24
Douglas Costa,2010-02-16,€5.00m,Shakhtar Donetsk,19
Douglas Costa,2010-05-11,€6.00m,Shakhtar Donetsk,19
Douglas Costa,2012-01-05,€12.00m,Shakhtar Donetsk,21
Douglas Costa,2015-10-16,€35.00m,Bayern Munich,25
Douglas Costa,2016-02-15,€35.00m,Bayern Munich,25
Douglas Costa,2017-12-29,€35.00m,Juventus FC,27
Douglas Costa,2018-03-24,€40.00m,Juventus FC,27
Douglas Costa,2018-12-20,€45.00m,Juventus FC,28
Douglas Costa,2019-12-12,€38.00m,Juventus FC,29
Douglas Costa,2020-03-03,€30.00m,Juventus FC,29
Douglas Costa,2020-08-25,€20.00m,Juventus FC,29
Douglas Costa,2021-02-10,€12.00m,Bayern Munich,30
Douglas Luiz,2018-01-01,€5.00m,Girona FC,19
Douglas Luiz,2018-03-22,€3.00m,Girona FC,19
Douglas Luiz,2018-05-30,€1.50m,Girona FC,20
Douglas Luiz,2018-10-31,€2.50m,Girona FC,20
Douglas Luiz,2018-12-21,€2.50m,Girona FC,20
Douglas Luiz,2019-12-10,€20.00m,Aston Villa,21
Dusan Vlahovic,2015-11-23,€50Th.,FK Partizan Belgrade U19,15
Dusan Vlahovic,2016-05-29,€500Th.,FK Partizan Belgrade,16
Dusan Vlahovic,2016-12-18,€500Th.,FK Partizan Belgrade,16
Dusan Vlahovic,2017-05-04,€500Th.,FK Partizan Belgrade,17
Duván Zapata,2013-06-30,€3.00m,Club Estudiantes de La Plata,22
Duván Zapata,2013-09-25,€7.00m,SSC Napoli,22
Duván Zapata,2014-07-01,€6.50m,SSC Napoli,23
Duván Zapata,2015-01-07,€7.50m,SSC Napoli,23
Duván Zapata,2019-03-01,€35.00m,Atalanta BC,27
Duván Zapata,2019-10-08,€45.00m,Atalanta BC,28
Duván Zapata,2020-04-08,€36.00m,Atalanta BC,29
Duván Zapata,2020-08-25,€40.00m,Atalanta BC,29
Duván Zapata,2020-12-29,€38.00m,Atalanta BC,29
Duván Zapata,2021-06-03,€33.00m,Atalanta BC,30
Duván Zapata,2021-12-28,€33.00m,Atalanta BC,30
Eddie Salcedo,2018-06-07,€2.00m,Genoa CFC,16
Eddie Salcedo,2019-12-12,€9.00m,Hellas Verona,18
Eddie Salcedo,2020-04-08,€8.00m,Hellas Verona,18
Eddie Salcedo,2020-08-25,€10.00m,Hellas Verona,18
Eddie Salcedo,2020-12-29,€9.50m,Hellas Verona,19
Eddie Salcedo,2021-03-23,€8.50m,Hellas Verona,19
Eddie Salcedo,2021-06-03,€8.50m,Hellas Verona,19
Eddie Salcedo,2021-12-28,€6.00m,Spezia Calcio,20
Eden Hazard,2015-02-12,€60.00m,Chelsea FC,24
Eden Hazard,2015-07-01,€70.00m,Chelsea FC,24
Eden Hazard,2017-02-20,€70.00m,Chelsea FC,26
Eden Hazard,2017-06-28,€75.00m,Chelsea FC,26
Eden Hazard,2018-01-02,€100.00m,Chelsea FC,26
Eden Hazard,2018-05-28,€110.00m,Chelsea FC,27
Eden Hazard,2018-07-16,€120.00m,Chelsea FC,27
Eden Hazard,2018-10-17,€150.00m,Chelsea FC,27
Eden Hazard,2019-06-13,€150.00m,Chelsea FC,28
Eden Hazard,2019-12-20,€120.00m,Real Madrid,28
Eden Hazard,2020-10-08,€60.00m,Real Madrid,29
Eden Hazard,2021-01-05,€50.00m,Real Madrid,29
Eden Hazard,2021-03-19,€40.00m,Real Madrid,30
Eden Hazard,2021-10-13,€25.00m,Real Madrid,30
Edinson Cavani,2012-06-28,€35.00m,SSC Napoli,25
Edinson Cavani,2013-01-14,€45.00m,SSC Napoli,25
Edinson Cavani,2013-04-09,€55.00m,SSC Napoli,26
Edinson Cavani,2013-06-19,€55.00m,SSC Napoli,26
Edinson Cavani,2014-01-14,€60.00m,Paris Saint-Germain,26
Edinson Cavani,2014-08-01,€57.00m,Paris Saint-Germain,27
Edinson Cavani,2015-01-14,€50.00m,Paris Saint-Germain,27
Edinson Cavani,2015-06-06,€42.00m,Paris Saint-Germain,28
Edinson Cavani,2016-02-04,€40.00m,Paris Saint-Germain,28
Edinson Cavani,2018-01-24,€60.00m,Paris Saint-Germain,30
Edinson Cavani,2019-03-07,€50.00m,Paris Saint-Germain,32
Edinson Cavani,2019-12-19,€25.00m,Paris Saint-Germain,32
Edinson Cavani,2020-10-13,€12.00m,Manchester United,33
Edinson Cavani,2021-03-18,€7.00m,Manchester United,34
Edouard Mendy,2018-10-24,€4.00m,Stade Reims,26
Edouard Mendy,2018-12-17,€6.00m,Stade Reims,26
Edouard Mendy,2019-03-07,€8.00m,Stade Reims,27
Edouard Mendy,2019-06-03,€9.00m,Stade Reims,27
Eduardo Camavinga,2020-03-13,€42.00m,Stade Rennais FC,17
Eduardo Camavinga,2020-10-15,€50.00m,Stade Rennais FC,17
Eduardo Camavinga,2021-01-07,€60.00m,Stade Rennais FC,18
Eduardo Camavinga,2021-06-04,€55.00m,Stade Rennais FC,18
Ellyes Skhiri,2018-06-04,€10.00m,Montpellier HSC,23
Ellyes Skhiri,2018-12-17,€10.00m,Montpellier HSC,23
Ellyes Skhiri,2019-06-03,€12.00m,Montpellier HSC,24
Ellyes Skhiri,2019-12-17,€8.50m,1. FC Köln,24
Ellyes Skhiri,2020-04-08,€6.80m,1. FC Köln,24
Elseid Hysaj,2012-12-25,€900Th.,Empoli FC,18
Elseid Hysaj,2017-06-08,€18.00m,SSC Napoli,23
Elseid Hysaj,2017-12-29,€20.00m,SSC Napoli,23
Elseid Hysaj,2018-06-07,€25.00m,SSC Napoli,24
Elseid Hysaj,2018-12-20,€23.00m,SSC Napoli,24
Elseid Hysaj,2019-06-06,€23.00m,SSC Napoli,25
Elseid Hysaj,2019-10-08,€18.00m,SSC Napoli,25
Elseid Hysaj,2020-04-08,€13.00m,SSC Napoli,26
Elseid Hysaj,2020-08-25,€14.00m,SSC Napoli,26
Elseid Hysaj,2020-12-29,€14.00m,SSC Napoli,26
Elseid Hysaj,2021-06-03,€13.00m,SSC Napoli,27
Elseid Hysaj,2021-12-28,€10.00m,SS Lazio,27
Emerson,2017-12-29,€14.00m,AS Roma,23
Emerson,2018-03-23,€20.00m,Chelsea FC,23
Emerson,2018-12-19,€18.00m,Chelsea FC,24
Emerson,2019-12-10,€30.00m,Chelsea FC,25
Emerson,2020-04-08,€24.00m,Chelsea FC,25
Emerson,2020-10-13,€18.00m,Chelsea FC,26
Emerson,2021-05-25,€12.00m,Chelsea FC,26
Emerson Royal,2019-02-28,€6.00m,Real Betis Balompié,20
Emerson Royal,2020-03-05,€20.00m,Real Betis Balompié,21
Emerson Royal,2020-07-23,€25.00m,Real Betis Balompié,21
Emerson Royal,2020-10-08,€25.00m,Real Betis Balompié,21
Emil Audero,2019-12-12,€15.00m,UC Sampdoria,22
Emil Audero,2020-04-08,€12.00m,UC Sampdoria,23
Emil Audero,2020-08-25,€10.00m,UC Sampdoria,23
Emil Audero,2020-12-29,€10.00m,UC Sampdoria,23
Emil Audero,2021-06-03,€14.00m,UC Sampdoria,24
Emil Audero,2021-12-28,€12.00m,UC Sampdoria,24
Emiliano Buendía,2016-02-22,€400Th.,Getafe CF,19
Emiliano Buendía,2016-07-15,€500Th.,Getafe CF,19
Emiliano Buendía,2017-01-24,€500Th.,Getafe CF,20
Emiliano Buendía,2017-06-29,€500Th.,Getafe CF,20
Emiliano Buendía,2018-01-01,€2.50m,Cultural Leonesa,21
Emiliano Buendía,2018-05-30,€2.50m,Cultural Leonesa,21
Emiliano Buendía,2019-06-28,€8.00m,Norwich City,22
Emiliano Buendía,2020-04-08,€14.50m,Norwich City,23
Emiliano Martínez,2015-02-12,€1.00m,Arsenal FC,22
Emiliano Martínez,2015-07-01,€1.50m,Arsenal FC,22
Emiliano Martínez,2016-04-20,€1.50m,Wolverhampton Wanderers,23
Emiliano Martínez,2016-08-01,€1.50m,Arsenal FC,23
Emiliano Martínez,2017-02-20,€1.00m,Arsenal FC,24
Emiliano Martínez,2017-06-28,€1.00m,Arsenal FC,24
Emiliano Martínez,2018-01-01,€800Th.,Getafe CF,25
Emiliano Martínez,2018-05-30,€1.00m,Getafe CF,25
Emiliano Martínez,2018-12-19,€1.00m,Arsenal FC,26
Emiliano Martínez,2019-06-13,€2.00m,Arsenal FC,26
Emiliano Martínez,2019-09-12,€3.50m,Arsenal FC,27
Emiliano Martínez,2019-12-10,€3.50m,Arsenal FC,27
Emiliano Martínez,2020-04-08,€2.80m,Arsenal FC,27
Emiliano Martínez,2020-07-30,€8.00m,Arsenal FC,27
Emiliano Martínez,2020-10-13,€12.00m,Aston Villa,28
Emiliano Martínez,2021-06-08,€30.00m,Aston Villa,28
Emre Can,2012-01-09,€200Th.,FC Bayern Munich II,17
Emre Can,2014-08-12,€12.00m,Liverpool FC,20
Emre Can,2015-02-12,€12.00m,Liverpool FC,21
Emre Can,2015-07-01,€15.00m,Liverpool FC,21
Emre Can,2016-02-09,€15.00m,Liverpool FC,22
Emre Can,2016-06-01,€18.00m,Liverpool FC,22
Emre Can,2017-02-20,€15.00m,Liverpool FC,23
Emre Can,2017-10-23,€22.00m,Liverpool FC,23
Emre Can,2019-10-08,€33.00m,Juventus FC,25
Emre Can,2020-04-08,€24.00m,Borussia Dortmund,26
Emre Can,2020-09-16,€26.00m,Borussia Dortmund,26
Emre Can,2021-02-10,€26.00m,Borussia Dortmund,27
Emre Can,2021-06-01,€26.00m,Borussia Dortmund,27
Enes Ünal,2015-01-26,€3.20m,Bursaspor,17
Enes Ünal,2015-06-25,€3.20m,Bursaspor,18
Enes Ünal,2016-02-05,€3.00m,NAC Breda,18
Enes Ünal,2016-07-15,€3.00m,Manchester City,19
Enes Ünal,2017-01-18,€5.50m,Twente Enschede FC,19
Enes Ünal,2017-06-07,€10.00m,Twente Enschede FC,20
Enes Ünal,2018-01-01,€6.00m,Villarreal CF,20
Enes Ünal,2018-03-22,€7.00m,Villarreal CF,20
Enes Ünal,2018-12-21,€8.00m,Real Valladolid CF,21
Enes Ünal,2019-06-11,€5.00m,Real Valladolid CF,22
Enes Ünal,2019-12-20,€4.00m,Real Valladolid CF,22
Enes Ünal,2020-07-23,€8.00m,Villarreal CF,23
Enock Mwepu,2017-10-11,€400Th.,FC Liefering,19
Enock Mwepu,2017-12-13,€500Th.,FC Liefering,19
Enock Mwepu,2019-06-03,€2.50m,Red Bull Salzburg,21
Enock Mwepu,2019-12-16,€6.00m,Red Bull Salzburg,21
Enock Mwepu,2020-12-21,€13.00m,Red Bull Salzburg,22
Eric García,2020-07-30,€16.00m,Manchester City,19
Eric García,2020-10-13,€20.00m,Manchester City,19
Eric García,2021-03-18,€20.00m,Manchester City,20
Eric García,2021-05-31,€20.00m,Manchester City,20
Erick Pulgar,2016-01-04,€2.00m,Bologna FC 1909,21
Erick Pulgar,2016-07-15,€1.80m,Bologna FC 1909,22
Erick Pulgar,2017-01-02,€1.80m,Bologna FC 1909,22
Erick Pulgar,2018-06-07,€6.00m,Bologna FC 1909,24
Erick Pulgar,2019-06-06,€10.00m,Bologna FC 1909,25
Erick Pulgar,2019-10-08,€14.00m,ACF Fiorentina,25
Erick Pulgar,2019-12-12,€15.00m,ACF Fiorentina,25
Erick Pulgar,2020-04-08,€12.00m,ACF Fiorentina,26
Erick Pulgar,2020-08-25,€15.00m,ACF Fiorentina,26
Erick Pulgar,2020-12-29,€12.50m,ACF Fiorentina,26
Erick Pulgar,2021-03-23,€10.00m,ACF Fiorentina,27
Erick Pulgar,2021-06-03,€9.00m,ACF Fiorentina,27
Erik Lamela,2012-11-07,€18.00m,AS Roma,20
Erik Lamela,2013-06-19,€23.00m,AS Roma,21
Erik Lamela,2014-01-15,€24.00m,Tottenham Hotspur,21
Erik Lamela,2014-08-12,€24.00m,Tottenham Hotspur,22
Erik Lamela,2015-02-12,€22.00m,Tottenham Hotspur,22
Erik Lamela,2015-07-01,€22.00m,Tottenham Hotspur,23
Erik Lamela,2016-02-09,€24.00m,Tottenham Hotspur,23
Erik Lamela,2016-08-01,€26.00m,Tottenham Hotspur,24
Erik Lamela,2017-02-20,€26.00m,Tottenham Hotspur,24
Erik Lamela,2017-06-28,€25.00m,Tottenham Hotspur,25
Erik Lamela,2018-01-02,€25.00m,Tottenham Hotspur,25
Erik Lamela,2018-05-28,€20.00m,Tottenham Hotspur,26
Erik Lamela,2018-12-19,€20.00m,Tottenham Hotspur,26
Erik Lamela,2019-06-13,€18.00m,Tottenham Hotspur,27
Erik Lamela,2020-03-09,€20.00m,Tottenham Hotspur,28
Erik Lamela,2020-10-13,€16.00m,Tottenham Hotspur,28
Erik Lamela,2021-10-13,€20.00m,Sevilla FC,29
Erling Haaland,2018-12-30,€5.00m,Molde FK,18
Erling Haaland,2019-06-03,€5.00m,Red Bull Salzburg,18
Erling Haaland,2019-09-03,€12.00m,Red Bull Salzburg,19
Erling Haaland,2019-11-07,€30.00m,Red Bull Salzburg,19
Erling Haaland,2020-02-11,€60.00m,Borussia Dortmund,19
Ethan Ampadu,2018-12-19,€7.00m,Chelsea FC,18
Ethan Ampadu,2019-06-13,€10.00m,Chelsea FC,18
Ethan Ampadu,2019-12-17,€10.00m,RB Leipzig,19
Fabian Delph,2009-08-06,€4.00m,Aston Villa,19
Fabian Delph,2010-01-24,€3.50m,Aston Villa,20
Fabian Delph,2010-08-13,€3.50m,Aston Villa,20
Fabian Delph,2011-02-01,€3.50m,Aston Villa,21
Fabian Delph,2011-08-08,€3.50m,Aston Villa,21
Fabian Delph,2012-06-24,€3.50m,Aston Villa,22
Fabian Delph,2015-02-12,€8.00m,Aston Villa,25
Fabian Delph,2015-07-01,€10.00m,Aston Villa,25
Fabian Delph,2015-10-14,€10.00m,Manchester City,25
Fabian Delph,2016-08-01,€10.00m,Manchester City,26
Fabian Delph,2019-12-10,€15.00m,Everton FC,30
Fabian Delph,2020-04-08,€12.00m,Everton FC,30
Fabian Delph,2020-07-30,€10.00m,Everton FC,30
Fabian Delph,2020-10-13,€10.00m,Everton FC,30
Fabian Delph,2020-12-17,€8.00m,Everton FC,31
Fabian Delph,2021-03-18,€5.00m,Everton FC,31
Federico Chiesa,2018-10-12,€50.00m,ACF Fiorentina,20
Federico Chiesa,2020-04-08,€48.00m,ACF Fiorentina,22
Federico Chiesa,2021-03-23,€60.00m,Juventus FC,23
Felipe Anderson,2012-12-05,€6.00m,Santos FC,19
Felipe Anderson,2013-07-22,€8.00m,SS Lazio,20
Felipe Anderson,2014-01-07,€7.50m,SS Lazio,20
Felipe Anderson,2017-01-02,€24.00m,SS Lazio,23
Felipe Anderson,2017-06-08,€25.00m,SS Lazio,24
Felipe Anderson,2018-12-19,€35.00m,West Ham United,25
Felipe Anderson,2019-03-05,€40.00m,West Ham United,25
Felipe Anderson,2019-09-12,€45.00m,West Ham United,26
Felipe Anderson,2020-03-09,€40.00m,West Ham United,26
Felipe Anderson,2020-07-30,€25.00m,West Ham United,27
Felipe Anderson,2021-01-28,€18.00m,FC Porto,27
Felix Uduokhai,2017-10-18,€2.00m,VfL Wolfsburg,20
Felix Uduokhai,2017-12-28,€5.00m,VfL Wolfsburg,20
Felix Uduokhai,2018-04-04,€8.00m,VfL Wolfsburg,20
Felix Uduokhai,2018-06-05,€8.00m,VfL Wolfsburg,20
Felix Uduokhai,2018-12-18,€4.50m,VfL Wolfsburg,21
Felix Uduokhai,2019-12-17,€8.50m,FC Augsburg,22
Ferland Mendy,2019-09-10,€40.00m,Real Madrid,24
Ferland Mendy,2020-07-23,€40.00m,Real Madrid,25
Ferland Mendy,2020-10-08,€40.00m,Real Madrid,25
Fernando Calero,2016-10-27,€200Th.,Real Valladolid B,21
Fernando Calero,2019-12-20,€5.00m,RCD Espanyol Barcelona,24
Fernando Calero,2020-04-08,€4.00m,RCD Espanyol Barcelona,24
Fernando Calero,2020-10-08,€3.50m,RCD Espanyol Barcelona,25
Fernando Calero,2021-01-08,€3.50m,RCD Espanyol Barcelona,25
Fernando Calero,2021-03-19,€2.50m,RCD Espanyol Barcelona,25
Fernando Calero,2021-06-24,€2.50m,RCD Espanyol Barcelona,25
Ferran Torres,2020-03-05,€50.00m,Valencia CF,20
Ferran Torres,2020-10-13,€45.00m,Manchester City,20
Ferran Torres,2020-12-17,€50.00m,Manchester City,20
Ferran Torres,2021-03-18,€50.00m,Manchester City,21
Ferran Torres,2021-05-31,€50.00m,Manchester City,21
Fikayo Tomori,2017-09-18,€500Th.,Hull City,19
Fikayo Tomori,2018-02-27,€1.00m,Hull City,20
Fikayo Tomori,2018-09-24,€2.50m,Derby County,20
Fikayo Tomori,2019-02-27,€7.00m,Derby County,21
Fikayo Tomori,2019-09-12,€10.00m,Chelsea FC,21
Fikayo Tomori,2020-10-13,€20.00m,Chelsea FC,22
Florian Müller,2018-10-22,€4.00m,1.FSV Mainz 05,20
Florian Müller,2018-12-18,€4.00m,1.FSV Mainz 05,21
Florian Müller,2019-06-05,€10.00m,1.FSV Mainz 05,21
Florian Müller,2019-12-17,€6.50m,1.FSV Mainz 05,22
Florian Müller,2020-03-11,€3.00m,1.FSV Mainz 05,22
Florian Müller,2020-07-08,€4.00m,1.FSV Mainz 05,22
Florian Müller,2021-06-09,€8.00m,SC Freiburg,23
Francesco Cassata,2017-10-13,€3.50m,US Sassuolo,20
Francesco Cassata,2017-12-29,€3.50m,US Sassuolo,20
Francesco Cassata,2018-06-07,€3.50m,US Sassuolo,20
Francesco Cassata,2018-12-20,€3.50m,Frosinone Calcio,21
Francesco Cassata,2019-06-06,€3.50m,Frosinone Calcio,21
Francesco Cassata,2020-04-08,€2.40m,Genoa CFC,22
Francesco Cassata,2020-08-25,€2.50m,Genoa CFC,23
Francesco Cassata,2020-12-29,€2.50m,Genoa CFC,23
Francesco Cassata,2021-06-03,€2.20m,Genoa CFC,23
Francis Coquelin,2011-05-24,€1.30m,FC Lorient,20
Francis Coquelin,2012-02-06,€3.00m,Arsenal FC,20
Francis Coquelin,2012-06-24,€3.00m,Arsenal FC,21
Francis Coquelin,2013-01-28,€4.00m,Arsenal FC,21
Francis Coquelin,2013-07-02,€4.00m,Arsenal FC,22
Francis Coquelin,2016-02-09,€12.00m,Arsenal FC,24
Francis Coquelin,2016-08-01,€13.00m,Arsenal FC,25
Francis Coquelin,2017-02-20,€15.00m,Arsenal FC,25
Francis Coquelin,2017-06-28,€15.00m,Arsenal FC,26
Francis Coquelin,2019-06-11,€17.50m,Valencia CF,28
Francis Coquelin,2019-09-10,€20.00m,Valencia CF,28
Francis Coquelin,2020-04-08,€19.00m,Valencia CF,28
Francis Coquelin,2020-07-23,€14.00m,Valencia CF,29
Francis Coquelin,2020-10-08,€8.00m,Villarreal CF,29
Francis Coquelin,2021-06-10,€5.00m,Villarreal CF,30
Francisco Trincão,2018-11-01,€8.00m,SC Braga,18
Francisco Trincão,2019-12-30,€9.00m,SC Braga,20
Francisco Trincão,2020-08-17,€25.00m,FC Barcelona,20
Francisco Trincão,2020-10-08,€30.00m,FC Barcelona,20
Francisco Trincão,2021-01-05,€25.00m,FC Barcelona,21
Francisco Trincão,2021-06-10,€22.00m,FC Barcelona,21
Franck Kessié,2017-06-08,€20.00m,Atalanta BC,20
Franck Kessié,2017-12-29,€20.00m,AC Milan,21
Franck Kessié,2018-03-24,€25.00m,AC Milan,21
Franck Kessié,2018-06-07,€30.00m,AC Milan,21
Franck Kessié,2018-10-12,€35.00m,AC Milan,21
Franck Kessié,2018-12-20,€35.00m,AC Milan,22
Franck Kessié,2019-06-06,€33.00m,AC Milan,22
Franck Kessié,2019-10-08,€30.00m,AC Milan,22
Franck Kessié,2020-12-29,€40.00m,AC Milan,24
Franck Kessié,2021-03-23,€50.00m,AC Milan,24
Franck Kessié,2021-06-03,€55.00m,AC Milan,24
Franck Kessié,2021-12-28,€48.00m,AC Milan,25
Gabriel,2016-07-23,€350Th.,Avaí Futebol Clube (SC),18
Gabriel,2017-06-01,€600Th.,LOSC Lille,19
Gabriel,2018-01-24,€600Th.,ESTAC Troyes,20
Gabriel,2018-12-17,€600Th.,LOSC Lille,20
Gabriel,2019-03-07,€1.50m,LOSC Lille,21
Gabriel,2019-06-03,€4.00m,LOSC Lille,21
Gabriel,2019-09-27,€10.00m,LOSC Lille,21
Gabriel,2019-12-19,€15.00m,LOSC Lille,22
Gabriel,2020-03-13,€22.00m,LOSC Lille,22
Gabriel,2020-10-13,€28.00m,Arsenal FC,22
Gareth Bale,2007-05-29,€7.50m,Southampton FC,17
Gareth Bale,2007-09-01,€14.50m,Tottenham Hotspur,18
Gareth Bale,2010-11-03,€20.00m,Tottenham Hotspur,21
Gareth Bale,2011-08-08,€25.00m,Tottenham Hotspur,22
Gareth Bale,2012-02-06,€35.00m,Tottenham Hotspur,22
Gareth Bale,2012-06-24,€40.00m,Tottenham Hotspur,22
Gareth Bale,2013-01-28,€42.00m,Tottenham Hotspur,23
Gareth Bale,2013-07-02,€50.00m,Tottenham Hotspur,23
Gareth Bale,2013-09-17,€80.00m,Real Madrid,24
Gareth Bale,2014-07-20,€80.00m,Real Madrid,25
Gareth Bale,2015-01-23,€80.00m,Real Madrid,25
Gareth Bale,2015-07-01,€80.00m,Real Madrid,25
Gareth Bale,2016-02-22,€80.00m,Real Madrid,26
Gareth Bale,2016-06-01,€80.00m,Real Madrid,26
Gareth Bale,2017-01-24,€90.00m,Real Madrid,27
Gareth Bale,2018-01-01,€75.00m,Real Madrid,28
Gareth Bale,2018-03-22,€70.00m,Real Madrid,28
Gareth Bale,2018-12-21,€80.00m,Real Madrid,29
Gareth Bale,2019-02-28,€70.00m,Real Madrid,29
Gareth Bale,2020-07-23,€28.00m,Real Madrid,31
Gareth Bale,2020-10-13,€25.00m,Tottenham Hotspur,31
Gareth Bale,2020-12-17,€20.00m,Tottenham Hotspur,31
Gareth Bale,2021-03-18,€20.00m,Tottenham Hotspur,31
Gareth Bale,2021-05-25,€18.00m,Tottenham Hotspur,31
Gareth Bale,2021-10-13,€10.00m,Real Madrid,32
Gaëtan Laborde,2014-11-20,€500Th.,Stade Brestois 29,20
Gaëtan Laborde,2015-06-06,€500Th.,Stade Brestois 29,21
Gaëtan Laborde,2016-02-04,€600Th.,Clermont Foot 63,21
Gaëtan Laborde,2016-07-13,€800Th.,FC Girondins Bordeaux,22
Gaëtan Laborde,2017-06-01,€5.00m,FC Girondins Bordeaux,23
Gaëtan Laborde,2019-06-03,€10.00m,Montpellier HSC,25
Gaëtan Laborde,2019-12-19,€10.00m,Montpellier HSC,25
Gaëtan Laborde,2020-04-08,€8.00m,Montpellier HSC,25
Gaëtan Laborde,2021-04-09,€15.00m,Montpellier HSC,26
Gelson Martins,2017-06-26,€20.00m,Sporting CP,22
Gelson Martins,2018-02-07,€30.00m,Sporting CP,22
Gelson Martins,2018-06-13,€35.00m,Sporting CP,23
Gelson Martins,2019-03-07,€28.00m,AS Monaco,23
Gelson Martins,2019-06-03,€28.00m,AS Monaco,24
Gelson Martins,2019-12-19,€25.00m,AS Monaco,24
Gelson Martins,2020-04-08,€20.00m,AS Monaco,24
Gelson Martins,2020-10-12,€20.00m,AS Monaco,25
Gelson Martins,2021-06-04,€18.00m,AS Monaco,26
Geoffrey Kondogbia,2013-06-12,€10.00m,Sevilla FC,20
Geoffrey Kondogbia,2013-08-07,€15.00m,Sevilla FC,20
Geoffrey Kondogbia,2015-06-06,€16.00m,AS Monaco,22
Geoffrey Kondogbia,2015-09-23,€24.00m,Inter Milan,22
Geoffrey Kondogbia,2016-01-04,€24.00m,Inter Milan,22
Geoffrey Kondogbia,2016-07-15,€24.00m,Inter Milan,23
Geoffrey Kondogbia,2016-10-14,€20.00m,Inter Milan,23
Geoffrey Kondogbia,2018-01-01,€25.00m,Valencia CF,24
Geoffrey Kondogbia,2019-06-11,€30.00m,Valencia CF,26
Geoffrey Kondogbia,2020-04-08,€22.50m,Valencia CF,27
Geoffrey Kondogbia,2020-10-08,€17.50m,Valencia CF,27
Geoffrey Kondogbia,2021-06-10,€15.00m,Atlético de Madrid,28
Georginio Wijnaldum,2019-06-13,€50.00m,Liverpool FC,28
Georginio Wijnaldum,2019-12-10,€50.00m,Liverpool FC,29
Georginio Wijnaldum,2020-10-13,€40.00m,Liverpool FC,29
Georginio Wijnaldum,2021-03-18,€35.00m,Liverpool FC,30
Gianluca Mancini,2019-12-12,€28.00m,AS Roma,23
Gianluca Mancini,2020-04-08,€22.50m,AS Roma,23
Gianluca Mancini,2020-08-25,€22.00m,AS Roma,24
Gianluca Mancini,2020-12-29,€25.00m,AS Roma,24
Gianluca Mancini,2021-03-23,€30.00m,AS Roma,24
Gianluca Mancini,2021-12-28,€30.00m,AS Roma,25
Gianluigi Donnarumma,2020-08-25,€60.00m,AC Milan,21
Gianluigi Donnarumma,2020-12-29,€60.00m,AC Milan,21
Giovani Lo Celso,2016-08-08,€10.00m,CA Rosario Central,20
Giovani Lo Celso,2017-01-16,€10.00m,Paris Saint-Germain,20
Giovani Lo Celso,2019-06-11,€50.00m,Real Betis Balompié,23
Giovani Lo Celso,2019-12-10,€50.00m,Tottenham Hotspur,23
Giovani Lo Celso,2020-04-08,€40.00m,Tottenham Hotspur,23
Giovani Lo Celso,2020-10-13,€35.00m,Tottenham Hotspur,24
Giovani Lo Celso,2021-03-18,€30.00m,Tottenham Hotspur,24
Giovani Lo Celso,2021-06-08,€27.00m,Tottenham Hotspur,25
Giovani Lo Celso,2021-10-05,€22.00m,Tottenham Hotspur,25
Giovanni Simeone,2016-02-06,€8.00m,CA Banfield,20
Giovanni Simeone,2016-08-08,€8.00m,CA River Plate,21
