player_name,date,market_value,player_club,age
Aaron Ramsey,2008-06-09,€1.50m,Cardiff City,17
Aaron Ramsey,2010-01-25,€6.00m,Arsenal FC,19
Aaron Ramsey,2010-08-13,€6.00m,Arsenal FC,19
Aaron Ramsey,2012-06-24,€11.50m,Arsenal FC,21
Aaron Ramsey,2016-02-09,€30.00m,Arsenal FC,25
Aaron Ramsey,2016-06-01,€30.00m,Arsenal FC,25
Aaron Ramsey,2017-02-20,€35.00m,Arsenal FC,26
Aaron Ramsey,2018-01-02,€40.00m,Arsenal FC,27
Aaron Ramsey,2018-05-28,€45.00m,Arsenal FC,27
Aaron Ramsey,2019-12-12,€40.00m,Juventus FC,28
Aaron Ramsey,2020-03-03,€35.00m,Juventus FC,29
Aaron Ramsey,2020-08-25,€22.00m,Juventus FC,29
Aaron Ramsey,2021-05-25,€14.00m,Juventus FC,30
Aaron Ramsey,2021-10-14,€10.00m,Juventus FC,30
Aaron Wan-Bissaka,2019-06-13,€35.00m,Crystal Palace,21
Aaron Wan-Bissaka,2019-09-12,€40.00m,Manchester United,21
Aaron Wan-Bissaka,2019-12-10,€40.00m,Manchester United,22
Aaron Wan-Bissaka,2020-04-08,€32.00m,Manchester United,22
Aaron Wan-Bissaka,2020-07-30,€40.00m,Manchester United,22
Aaron Wan-Bissaka,2020-10-13,€40.00m,Manchester United,22
Aaron Wan-Bissaka,2021-03-18,€40.00m,Manchester United,23
Aaron Wan-Bissaka,2021-06-08,€40.00m,Manchester United,23
Aarón Martín,2017-06-05,€10.00m,RCD Espanyol Barcelona,20
Aarón Martín,2018-01-01,€15.00m,RCD Espanyol Barcelona,20
Aarón Martín,2018-03-22,€20.00m,RCD Espanyol Barcelona,20
Aarón Martín,2018-05-30,€12.00m,RCD Espanyol Barcelona,21
Aarón Martín,2019-06-05,€20.00m,1.FSV Mainz 05,22
Aarón Martín,2020-03-11,€13.00m,1.FSV Mainz 05,22
Aarón Martín,2021-06-10,€4.50m,Celta de Vigo,24
Abdou Diallo,2018-12-18,€33.00m,Borussia Dortmund,22
Abdou Diallo,2019-06-05,€35.00m,Borussia Dortmund,23
Abdou Diallo,2019-12-19,€35.00m,Paris Saint-Germain,23
Abdou Diallo,2020-04-08,€28.00m,Paris Saint-Germain,23
Abdou Diallo,2020-10-15,€25.00m,Paris Saint-Germain,24
Abdou Diallo,2021-06-04,€25.00m,Paris Saint-Germain,25
Achraf Hakimi,2018-12-18,€25.00m,Borussia Dortmund,20
Achraf Hakimi,2019-03-06,€30.00m,Borussia Dortmund,20
Achraf Hakimi,2020-03-11,€60.00m,Borussia Dortmund,21
Adam Lallana,2014-08-12,€22.00m,Liverpool FC,26
Adam Lallana,2015-02-12,€22.00m,Liverpool FC,26
Adam Lallana,2015-07-01,€20.00m,Liverpool FC,27
Adam Lallana,2016-02-09,€18.00m,Liverpool FC,27
Adam Lallana,2016-06-01,€19.00m,Liverpool FC,28
Adam Lallana,2017-02-20,€22.00m,Liverpool FC,28
Adam Lallana,2017-06-28,€25.00m,Liverpool FC,29
Adam Lallana,2018-01-02,€25.00m,Liverpool FC,29
Adam Lallana,2018-05-28,€25.00m,Liverpool FC,30
Adam Lallana,2018-10-17,€20.00m,Liverpool FC,30
Adam Lallana,2019-12-10,€12.00m,Liverpool FC,31
Adam Lallana,2020-10-13,€8.00m,Brighton & Hove Albion,32
Adam Lallana,2021-03-18,€6.00m,Brighton & Hove Albion,32
Adam Ounas,2016-07-13,€4.00m,FC Girondins Bordeaux,19
Adam Ounas,2017-01-16,€4.00m,FC Girondins Bordeaux,20
Adam Ounas,2017-06-01,€4.00m,FC Girondins Bordeaux,20
Adam Ounas,2017-10-13,€5.00m,SSC Napoli,20
Adam Ounas,2017-12-29,€5.00m,SSC Napoli,21
Adam Ounas,2018-12-20,€7.50m,SSC Napoli,22
Adam Ounas,2019-03-01,€10.00m,SSC Napoli,22
Adam Ounas,2019-06-06,€10.00m,SSC Napoli,22
Adam Ounas,2019-12-19,€10.00m,OGC Nice,23
Adam Ounas,2020-04-08,€8.00m,OGC Nice,23
Adam Ounas,2020-08-25,€8.00m,SSC Napoli,23
Adam Ounas,2020-12-29,€8.00m,Cagliari Calcio,24
Adam Ounas,2021-06-03,€8.00m,FC Crotone,24
Adama Traoré,2014-08-05,€5.00m,FC Barcelona B,18
Adama Traoré,2015-01-08,€5.00m,FC Barcelona B,18
Adama Traoré,2015-08-14,€5.00m,Aston Villa,19
Adama Traoré,2016-02-09,€8.00m,Aston Villa,20
Adama Traoré,2018-08-13,€18.00m,Wolverhampton Wanderers,22
Adama Traoré,2018-12-19,€18.00m,Wolverhampton Wanderers,22
Adama Traoré,2019-12-10,€28.00m,Wolverhampton Wanderers,23
Adama Traoré,2020-07-30,€35.00m,Wolverhampton Wanderers,24
Adama Traoré,2020-10-13,€40.00m,Wolverhampton Wanderers,24
Adama Traoré,2021-03-18,€35.00m,Wolverhampton Wanderers,25
Adama Traoré,2021-05-31,€30.00m,Wolverhampton Wanderers,25
Ademola Lookman,2016-10-11,€1.50m,Charlton Athletic,18
Ademola Lookman,2017-02-20,€5.00m,Everton FC,19
Ademola Lookman,2018-12-19,€20.00m,Everton FC,21
Ademola Lookman,2019-06-13,€20.00m,Everton FC,21
Ademola Lookman,2019-12-17,€17.00m,RB Leipzig,22
Ademola Lookman,2020-04-08,€13.50m,RB Leipzig,22
Ademola Lookman,2020-09-16,€10.00m,RB Leipzig,22
Ademola Lookman,2021-03-18,€13.00m,Fulham FC,23
Ademola Lookman,2021-06-08,€11.00m,Fulham FC,23
Adrien Rabiot,2018-01-24,€45.00m,Paris Saint-Germain,22
Adrien Rabiot,2018-06-04,€50.00m,Paris Saint-Germain,23
Adrien Rabiot,2018-12-17,€50.00m,Paris Saint-Germain,23
Adrien Rabiot,2019-12-12,€32.00m,Juventus FC,24
Adrien Rabiot,2020-04-08,€25.50m,Juventus FC,25
Adrien Rabiot,2020-08-25,€28.00m,Juventus FC,25
Adrien Rabiot,2020-12-29,€32.00m,Juventus FC,25
Adrien Rabiot,2021-06-01,€30.00m,Juventus FC,26
Adrien Rabiot,2021-12-28,€22.00m,Juventus FC,26
Adrien Silva,2009-07-02,€1.60m,Sporting CP,20
Adrien Silva,2010-02-03,€1.60m,Sporting CP,20
Adrien Silva,2010-06-10,€3.50m,Sporting CP,21
Adrien Silva,2010-09-17,€2.50m,Maccabi Haifa,21
Adrien Silva,2011-08-08,€1.90m,Académica Coimbra,22
Adrien Silva,2012-02-02,€2.50m,Académica Coimbra,22
Adrien Silva,2012-07-02,€3.50m,Sporting CP,23
Adrien Silva,2013-07-02,€3.00m,Sporting CP,24
Adrien Silva,2013-10-11,€5.00m,Sporting CP,24
Adrien Silva,2014-07-25,€8.50m,Sporting CP,25
Adrien Silva,2015-02-17,€10.00m,Sporting CP,25
Adrien Silva,2016-02-24,€14.00m,Sporting CP,26
Adrien Silva,2016-07-29,€20.00m,Sporting CP,27
Adrien Silva,2018-05-28,€20.00m,Leicester City,29
Adrien Silva,2018-12-19,€15.00m,Leicester City,29
Adrien Silva,2019-06-03,€13.00m,AS Monaco,30
Adrien Silva,2019-12-19,€10.00m,AS Monaco,30
Adrien Silva,2020-10-13,€6.00m,UC Sampdoria,31
Adrien Silva,2021-06-03,€3.00m,UC Sampdoria,32
Ainsley Maitland-Niles,2019-12-10,€18.00m,Arsenal FC,22
Ainsley Maitland-Niles,2020-04-08,€14.50m,Arsenal FC,22
Ainsley Maitland-Niles,2020-10-13,€18.00m,Arsenal FC,23
Ainsley Maitland-Niles,2021-03-18,€18.00m,West Bromwich Albion,23
Ainsley Maitland-Niles,2021-06-08,€16.00m,Arsenal FC,23
Alban Lafont,2018-01-24,€18.00m,FC Toulouse,19
Alban Lafont,2018-06-04,€18.00m,FC Toulouse,19
Alban Lafont,2018-10-12,€13.00m,ACF Fiorentina,19
Alban Lafont,2019-06-06,€17.00m,ACF Fiorentina,20
Alban Lafont,2019-09-27,€12.00m,FC Nantes,20
Alban Lafont,2019-12-19,€12.00m,FC Nantes,20
Alban Lafont,2020-04-08,€11.00m,FC Nantes,21
Alban Lafont,2020-10-15,€12.50m,FC Nantes,21
Alban Lafont,2021-06-04,€10.00m,FC Nantes,22
Alberto Grassi,2016-04-01,€4.00m,SSC Napoli,21
Alberto Grassi,2016-07-15,€4.00m,SSC Napoli,21
Alberto Grassi,2017-01-02,€3.50m,Atalanta BC,21
Alberto Grassi,2017-06-08,€3.20m,Atalanta BC,22
Alberto Grassi,2019-12-12,€7.00m,Parma Calcio 1913,24
Alberto Grassi,2020-04-08,€5.50m,Parma Calcio 1913,25
Alberto Grassi,2020-08-25,€5.50m,Parma Calcio 1913,25
Alberto Grassi,2020-12-29,€5.50m,Parma Calcio 1913,25
Alberto Grassi,2021-06-03,€4.50m,Parma Calcio 1913,26
Alberto Grassi,2021-10-14,€3.50m,Cagliari Calcio,26
Alessandro Florenzi,2015-07-01,€18.00m,AS Roma,24
Alessandro Florenzi,2015-11-05,€20.00m,AS Roma,24
Alessandro Florenzi,2016-06-01,€20.00m,AS Roma,25
Alessandro Florenzi,2017-01-02,€22.00m,AS Roma,25
Alessandro Florenzi,2017-03-28,€20.00m,AS Roma,26
Alessandro Florenzi,2017-12-29,€25.00m,AS Roma,26
Alessandro Florenzi,2018-06-07,€30.00m,AS Roma,27
Alessandro Florenzi,2018-12-20,€30.00m,AS Roma,27
Alessandro Florenzi,2019-06-06,€25.00m,AS Roma,28
Alessandro Florenzi,2019-12-12,€20.00m,AS Roma,28
Alessandro Florenzi,2020-04-08,€16.00m,Valencia CF,29
Alessandro Florenzi,2020-08-25,€10.00m,AS Roma,29
Alessandro Florenzi,2020-10-15,€12.00m,Paris Saint-Germain,29
Alessandro Florenzi,2021-05-25,€13.00m,Paris Saint-Germain,30
Alessandro Florenzi,2021-10-14,€8.00m,AC Milan,30
Alex Iwobi,2016-10-24,€8.00m,Arsenal FC,20
Alex Iwobi,2018-12-19,€25.00m,Arsenal FC,22
Alex Iwobi,2019-06-13,€25.00m,Arsenal FC,23
Alex Iwobi,2019-09-12,€32.00m,Everton FC,23
Alex Iwobi,2019-12-10,€32.00m,Everton FC,23
Alex Iwobi,2020-04-08,€25.50m,Everton FC,23
Alex Iwobi,2020-10-13,€25.50m,Everton FC,24
Alex Iwobi,2021-03-18,€22.00m,Everton FC,24
Alex Iwobi,2021-06-08,€22.00m,Everton FC,25
Alex Meret,2020-03-03,€35.00m,SSC Napoli,22
Alex Meret,2020-08-25,€25.00m,SSC Napoli,23
Alex Meret,2020-12-29,€20.00m,SSC Napoli,23
Alex Meret,2021-05-25,€20.00m,SSC Napoli,24
Alex Meret,2021-10-14,€18.00m,SSC Napoli,24
Alexander Isak,2016-12-11,€1.75m,AIK Solna,17
Alexander Isak,2017-02-07,€6.00m,Borussia Dortmund,17
Alexander Isak,2017-06-19,€6.00m,Borussia Dortmund,17
Alexander Isak,2017-12-28,€6.00m,Borussia Dortmund,18
Alexander Isak,2018-06-05,€6.00m,Borussia Dortmund,18
Alexander Isak,2018-10-22,€4.50m,Borussia Dortmund,19
Alexander Isak,2018-12-18,€3.00m,Borussia Dortmund,19
Alexander Isak,2020-02-11,€25.00m,Real Sociedad,20
Alexander Nübel,2020-03-11,€12.00m,FC Schalke 04,23
Alexander Nübel,2020-09-16,€8.00m,Bayern Munich,23
Alexander Nübel,2021-02-10,€6.50m,Bayern Munich,24
Alexander Nübel,2021-06-09,€6.00m,Bayern Munich,24
Alexander Schwolow,2010-08-02,€50Th.,SC Freiburg II,18
Alexander Schwolow,2011-01-10,€25Th.,SC Freiburg II,18
Alexander Schwolow,2011-04-18,€100Th.,SC Freiburg II,18
Alexander Schwolow,2011-12-29,€175Th.,SC Freiburg II,19
Alexander Schwolow,2012-06-29,€200Th.,SC Freiburg,20
Alexander Schwolow,2019-06-05,€9.00m,SC Freiburg,27
Alexander Schwolow,2019-12-17,€9.00m,SC Freiburg,27
Alexander Schwolow,2020-04-08,€7.00m,SC Freiburg,27
Alexander Schwolow,2020-09-16,€8.00m,Hertha BSC,28
Alexander Schwolow,2021-02-10,€6.00m,Hertha BSC,28
Alexander Schwolow,2021-06-09,€5.00m,Hertha BSC,29
Alexander Sörloth,2018-03-23,€7.00m,Crystal Palace,22
Alexander Sörloth,2018-12-19,€6.00m,Crystal Palace,23
Alexander Sörloth,2020-01-03,€10.00m,Trabzonspor,24
Alexander Sörloth,2020-03-25,€16.00m,Trabzonspor,24
Alexander Sörloth,2020-08-04,€20.00m,Trabzonspor,24
Alexander Sörloth,2021-02-10,€18.00m,RB Leipzig,25
Alexander Sörloth,2021-06-09,€16.00m,RB Leipzig,25
Alexis Sánchez,2011-03-18,€18.50m,Udinese Calcio,22
Alexis Sánchez,2011-06-21,€25.00m,Udinese Calcio,22
Alexis Sánchez,2012-02-03,€28.00m,FC Barcelona,23
Alexis Sánchez,2012-04-14,€30.00m,FC Barcelona,23
Alexis Sánchez,2013-01-10,€28.00m,FC Barcelona,24
Alexis Sánchez,2013-03-07,€25.00m,FC Barcelona,24
Alexis Sánchez,2014-01-23,€30.00m,FC Barcelona,25
Alexis Sánchez,2014-08-12,€38.00m,Arsenal FC,25
Alexis Sánchez,2015-02-12,€45.00m,Arsenal FC,26
Alexis Sánchez,2015-07-01,€55.00m,Arsenal FC,26
Alexis Sánchez,2016-02-09,€55.00m,Arsenal FC,27
Alexis Sánchez,2016-08-01,€55.00m,Arsenal FC,27
Alexis Sánchez,2017-02-20,€65.00m,Arsenal FC,28
Alexis Sánchez,2018-01-02,€70.00m,Arsenal FC,29
Alexis Sánchez,2018-05-28,€70.00m,Manchester United,29
Alexis Sánchez,2018-10-17,€55.00m,Manchester United,29
Alexis Sánchez,2019-12-12,€25.00m,Inter Milan,30
Alexis Sánchez,2020-03-03,€20.00m,Inter Milan,31
Alexis Sánchez,2020-08-25,€16.00m,Inter Milan,31
Alexis Sánchez,2020-12-29,€10.00m,Inter Milan,32
Alexis Sánchez,2021-06-03,€7.50m,Inter Milan,32
Alexis Sánchez,2021-10-14,€5.00m,Inter Milan,32
Alfonso Pedraza,2016-02-22,€500Th.,Villarreal CF B,19
Alfonso Pedraza,2016-07-15,€500Th.,Villarreal CF,20
Alfonso Pedraza,2018-01-01,€3.50m,Deportivo Alavés,21
Alfonso Pedraza,2018-03-22,€5.00m,Deportivo Alavés,21
Alfonso Pedraza,2018-05-30,€5.00m,Deportivo Alavés,22
Alfonso Pedraza,2018-12-21,€7.50m,Villarreal CF,22
Alfonso Pedraza,2019-02-28,€15.00m,Villarreal CF,22
Alfonso Pedraza,2019-06-11,€22.00m,Villarreal CF,23
Alfonso Pedraza,2019-09-10,€17.50m,Real Betis Balompié,23
Alfonso Pedraza,2019-12-20,€12.00m,Real Betis Balompié,23
Alfonso Pedraza,2020-04-08,€9.50m,Real Betis Balompié,23
Alfonso Pedraza,2020-10-08,€10.00m,Villarreal CF,24
Alfonso Pedraza,2021-06-10,€20.00m,Villarreal CF,25
Alfred Duncan,2013-06-25,€5.00m,AS Livorno,20
Alfred Duncan,2014-01-07,€5.00m,AS Livorno,20
Alfred Duncan,2014-07-01,€4.50m,Inter Milan,21
Alfred Duncan,2015-11-05,€6.00m,US Sassuolo,22
Alfred Duncan,2018-10-12,€13.00m,US Sassuolo,25
Alfred Duncan,2019-06-06,€17.00m,US Sassuolo,26
Alfred Duncan,2019-12-12,€17.00m,US Sassuolo,26
Alfred Duncan,2020-04-08,€13.50m,ACF Fiorentina,27
Alfred Duncan,2020-08-25,€15.00m,ACF Fiorentina,27
Alfred Duncan,2020-12-29,€12.00m,ACF Fiorentina,27
Alfred Duncan,2021-06-03,€10.00m,Cagliari Calcio,28
Alfred Duncan,2021-12-28,€11.00m,ACF Fiorentina,28
Alfred Gomis,2019-12-19,€3.00m,Dijon FCO,26
Alfred Gomis,2020-10-15,€9.00m,Stade Rennais FC,27
Alfred Gomis,2021-04-09,€8.00m,Stade Rennais FC,27
Allan,2018-10-12,€40.00m,SSC Napoli,27
Allan,2018-12-20,€50.00m,SSC Napoli,27
Allan,2019-12-12,€50.00m,SSC Napoli,28
Allan,2020-03-03,€40.00m,SSC Napoli,29
Allan,2020-08-25,€28.00m,SSC Napoli,29
Allan,2021-03-18,€22.00m,Everton FC,30
Allan Saint-Maximin,2018-01-24,€15.00m,OGC Nice,20
Allan Saint-Maximin,2018-06-04,€20.00m,OGC Nice,21
Allan Saint-Maximin,2018-12-17,€20.00m,OGC Nice,21
Allan Saint-Maximin,2019-06-03,€25.00m,OGC Nice,22
Allan Saint-Maximin,2019-12-10,€25.00m,Newcastle United,22
Allan Saint-Maximin,2020-07-30,€28.00m,Newcastle United,23
Alphonse Areola,2018-01-24,€15.00m,Paris Saint-Germain,24
Alphonse Areola,2018-06-04,€15.00m,Paris Saint-Germain,25
Alphonse Areola,2019-12-20,€16.00m,Real Madrid,26
Alphonse Areola,2020-04-08,€13.00m,Real Madrid,27
Alphonse Areola,2020-10-13,€13.00m,Fulham FC,27
Alphonse Areola,2021-03-18,€15.00m,Fulham FC,28
Alphonse Areola,2021-10-05,€14.00m,West Ham United,28
Amad Diallo,2020-12-29,€15.00m,Atalanta BC,18
Amadou Diawara,2017-01-02,€15.00m,SSC Napoli,19
Amadou Diawara,2017-06-08,€15.00m,SSC Napoli,19
Amadou Diawara,2017-12-29,€20.00m,SSC Napoli,20
Amadou Diawara,2018-06-07,€18.00m,SSC Napoli,20
Amadou Diawara,2018-12-20,€16.00m,SSC Napoli,21
Amadou Diawara,2019-12-12,€20.00m,AS Roma,22
Amadou Diawara,2020-03-03,€23.00m,AS Roma,22
Amadou Diawara,2020-08-25,€20.00m,AS Roma,23
Amadou Diawara,2020-12-29,€18.00m,AS Roma,23
Amadou Diawara,2021-03-23,€15.00m,AS Roma,23
Amadou Diawara,2021-06-03,€14.00m,AS Roma,23
Amadou Diawara,2021-12-28,€10.00m,AS Roma,24
Amine Gouiri,2018-01-24,€4.50m,Olympique Lyon,17
Amine Gouiri,2018-06-04,€4.50m,Olympique Lyon,18
Amir Rrahmani,2014-03-28,€175Th.,FK Partizani,20
Amir Rrahmani,2014-06-29,€325Th.,FK Partizani,20
Amir Rrahmani,2014-11-18,€425Th.,FK Partizani,20
Amir Rrahmani,2015-06-14,€450Th.,FK Partizani,21
Amir Rrahmani,2015-09-14,€600Th.,RNK Split,21
Amir Rrahmani,2016-03-14,€1.00m,RNK Split,22
Amir Rrahmani,2016-06-01,€1.75m,RNK Split,22
Amir Rrahmani,2016-09-14,€1.75m,NK Lokomotiva Zagreb,22
Amir Rrahmani,2017-03-13,€1.45m,NK Lokomotiva Zagreb,23
Amir Rrahmani,2017-10-23,€1.25m,GNK Dinamo Zagreb,23
Amir Rrahmani,2018-03-18,€1.25m,GNK Dinamo Zagreb,24
Amir Rrahmani,2018-09-25,€1.00m,GNK Dinamo Zagreb,24
Amir Rrahmani,2019-03-11,€1.50m,GNK Dinamo Zagreb,25
Amir Rrahmani,2019-10-08,€3.00m,Hellas Verona,25
Amir Rrahmani,2019-12-12,€6.00m,Hellas Verona,25
Amir Rrahmani,2020-08-25,€14.00m,Hellas Verona,26
Ander Herrera,2010-04-11,€6.00m,Real Zaragoza,20
Ander Herrera,2010-08-20,€10.00m,Real Zaragoza,21
Ander Herrera,2010-12-10,€8.00m,Real Zaragoza,21
Ander Herrera,2011-07-29,€7.50m,Athletic Bilbao,21
Ander Herrera,2012-02-03,€8.00m,Athletic Bilbao,22
Ander Herrera,2012-08-07,€8.00m,Athletic Bilbao,22
Ander Herrera,2013-01-11,€8.00m,Athletic Bilbao,23
Ander Herrera,2013-06-12,€8.00m,Athletic Bilbao,23
Ander Herrera,2014-01-23,€20.00m,Athletic Bilbao,24
Ander Herrera,2015-07-01,€28.00m,Manchester United,25
Ander Herrera,2018-12-19,€28.00m,Manchester United,29
Ander Herrera,2019-06-13,€25.00m,Manchester United,29
Ander Herrera,2019-12-19,€20.00m,Paris Saint-Germain,30
Ander Herrera,2020-10-15,€15.00m,Paris Saint-Germain,31
Ander Herrera,2021-06-04,€13.00m,Paris Saint-Germain,31
Andrea Petagna,2013-09-25,€800Th.,UC Sampdoria,18
Andrea Petagna,2014-01-07,€800Th.,UC Sampdoria,18
Andrea Petagna,2014-07-01,€1.00m,AC Milan,19
Andrea Petagna,2015-02-10,€750Th.,Vicenza Calcio,19
Andrea Petagna,2015-06-29,€700Th.,Vicenza Calcio,19
Andrea Petagna,2015-12-28,€600Th.,Ascoli Picchio,20
Andrea Petagna,2016-06-13,€600Th.,Ascoli Picchio,20
Andrea Petagna,2016-10-14,€1.00m,Atalanta BC,21
Andrea Petagna,2017-01-02,€2.00m,Atalanta BC,21
Andrea Petagna,2017-03-28,€5.00m,Atalanta BC,21
Andrea Petagna,2017-12-29,€9.00m,Atalanta BC,22
Andrea Petagna,2018-06-07,€9.00m,Atalanta BC,22
Andrea Petagna,2019-06-06,€20.00m,SPAL,23
Andrea Petagna,2019-12-12,€18.00m,SPAL,24
Andrea Petagna,2020-04-08,€14.50m,SPAL,24
Andrea Petagna,2020-08-25,€15.00m,SPAL,25
Andrea Petagna,2020-12-29,€17.00m,SSC Napoli,25
Andrea Petagna,2021-06-03,€15.00m,SSC Napoli,25
Andrea Pinamonti,2019-06-06,€10.00m,Frosinone Calcio,20
Andrea Pinamonti,2019-10-08,€15.00m,Genoa CFC,20
Andrea Pinamonti,2019-12-12,€15.00m,Genoa CFC,20
Andrea Pinamonti,2020-04-08,€13.50m,Genoa CFC,20
Andrea Pinamonti,2020-08-25,€13.50m,Genoa CFC,21
Andrea Pinamonti,2020-12-29,€12.00m,Inter Milan,21
Andreas Pereira,2016-02-09,€2.00m,Manchester United,20
Andreas Pereira,2016-08-01,€2.00m,Manchester United,20
Andreas Pereira,2016-10-27,€3.00m,Granada CF,20
Andreas Pereira,2018-01-01,€7.50m,Valencia CF,22
Andreas Pereira,2019-09-12,€15.00m,Manchester United,23
Andreas Pereira,2019-12-10,€20.00m,Manchester United,23
Andreas Pereira,2020-04-08,€16.00m,Manchester United,24
Andreas Pereira,2020-10-13,€12.00m,SS Lazio,24
Andreas Pereira,2020-12-29,€10.00m,SS Lazio,24
Andreas Pereira,2021-03-23,€8.50m,SS Lazio,25
Andreas Pereira,2021-06-03,€8.00m,SS Lazio,25
André Gomes,2014-07-20,€15.00m,Valencia CF,20
André Gomes,2015-01-23,€15.00m,Valencia CF,21
André Gomes,2015-07-01,€20.00m,Valencia CF,21
André Gomes,2016-02-22,€20.00m,Valencia CF,22
André Gomes,2016-04-07,€18.00m,Valencia CF,22
André Gomes,2016-06-01,€20.00m,Valencia CF,22
André Gomes,2017-01-24,€30.00m,FC Barcelona,23
André Gomes,2017-06-05,€25.00m,FC Barcelona,23
André Gomes,2018-01-01,€22.00m,FC Barcelona,24
André Gomes,2018-12-19,€28.00m,Everton FC,25
André Gomes,2019-06-13,€28.00m,Everton FC,25
André Gomes,2020-10-13,€24.00m,Everton FC,27
André Gomes,2021-03-18,€20.00m,Everton FC,27
André Gomes,2021-06-08,€20.00m,Everton FC,27
André Silva,2017-02-22,€16.00m,FC Porto,21
André Silva,2017-06-26,€22.00m,FC Porto,21
André Silva,2017-10-13,€25.00m,AC Milan,21
André Silva,2017-12-29,€25.00m,AC Milan,22
André Silva,2018-06-07,€22.00m,AC Milan,22
André Silva,2018-10-31,€30.00m,Sevilla FC,22
André Silva,2019-06-11,€22.00m,Sevilla FC,23
André Silva,2019-12-17,€20.00m,Eintracht Frankfurt,24
André Silva,2021-02-10,€37.00m,Eintracht Frankfurt,25
André Silva,2021-03-31,€42.00m,Eintracht Frankfurt,25
André Silva,2021-10-07,€40.00m,RB Leipzig,25
Andy Delort,2016-02-04,€5.00m,SM Caen,24
Andy Delort,2016-07-13,€5.50m,SM Caen,24
Andy Delort,2016-12-16,€4.00m,Tigres UANL,25
Andy Delort,2017-06-01,€5.00m,FC Toulouse,25
Andy Delort,2018-01-24,€5.00m,FC Toulouse,26
Andy Delort,2018-06-04,€4.00m,FC Toulouse,26
Andy Delort,2018-10-24,€6.00m,Montpellier HSC,27
Andy Delort,2020-04-08,€10.50m,Montpellier HSC,28
Andy Delort,2020-08-03,€13.00m,Montpellier HSC,28
Andy Delort,2020-10-15,€13.00m,Montpellier HSC,29
Andy Delort,2021-01-07,€15.00m,Montpellier HSC,29
Andy Delort,2021-04-09,€16.00m,Montpellier HSC,29
Andy Delort,2021-10-08,€13.00m,OGC Nice,29
Angeliño,2019-06-12,€16.00m,PSV Eindhoven,22
Angeliño,2020-03-11,€22.00m,RB Leipzig,23
Angeliño,2021-02-10,€35.00m,RB Leipzig,24
Angeliño,2021-06-09,€35.00m,RB Leipzig,24
Ante Budimir,2011-02-14,€100Th.,NK Inter Zapresic,19
Ante Budimir,2011-09-27,€250Th.,NK Inter Zapresic,20
Ante Budimir,2012-02-29,€350Th.,NK Inter Zapresic,20
Ante Budimir,2012-09-30,€550Th.,NK Inter Zapresic,21
Ante Budimir,2013-03-03,€850Th.,NK Inter Zapresic,21
Ante Budimir,2013-10-08,€850Th.,NK Lokomotiva Zagreb,22
Ante Budimir,2014-03-11,€950Th.,NK Lokomotiva Zagreb,22
Ante Budimir,2015-01-13,€800Th.,FC St. Pauli,23
Ante Budimir,2015-07-01,€600Th.,FC St. Pauli,23
Ante Budimir,2015-12-28,€1.20m,FC Crotone,24
Ante Budimir,2016-06-13,€3.00m,FC Crotone,24
Ante Budimir,2017-01-02,€2.50m,UC Sampdoria,25
Ante Budimir,2017-03-28,€2.00m,UC Sampdoria,25
Ante Budimir,2017-12-29,€1.50m,FC Crotone,26
Ante Budimir,2018-06-07,€1.50m,FC Crotone,26
Ante Budimir,2019-01-17,€1.40m,RCD Mallorca,27
Ante Budimir,2019-09-10,€2.00m,RCD Mallorca,28
Ante Budimir,2019-12-20,€4.00m,RCD Mallorca,28
Ante Budimir,2020-03-05,€7.50m,RCD Mallorca,28
Ante Budimir,2020-04-08,€6.00m,RCD Mallorca,28
Ante Budimir,2020-07-23,€15.00m,RCD Mallorca,29
Ante Budimir,2020-10-08,€8.00m,CA Osasuna,29
Ante Budimir,2021-05-28,€8.00m,CA Osasuna,29
Ante Rebic,2012-02-29,€650Th.,RNK Split,18
Ante Rebic,2012-09-30,€650Th.,RNK Split,19
Ante Rebic,2013-03-03,€1.00m,RNK Split,19
Ante Rebic,2013-09-04,€4.50m,ACF Fiorentina,19
Ante Rebic,2014-01-07,€4.50m,ACF Fiorentina,20
Ante Rebic,2014-07-11,€4.00m,ACF Fiorentina,20
Ante Rebic,2015-01-13,€2.50m,RB Leipzig,21
Ante Rebic,2018-12-18,€35.00m,Eintracht Frankfurt,25
Ante Rebic,2019-06-05,€40.00m,Eintracht Frankfurt,25
Ante Rebic,2019-12-12,€30.00m,AC Milan,26
Ante Rebic,2020-04-08,€24.00m,AC Milan,26
Ante Rebic,2020-08-25,€32.00m,AC Milan,26
Ante Rebic,2020-12-29,€32.00m,AC Milan,27
Ante Rebic,2021-05-28,€32.00m,AC Milan,27
Ante Rebic,2021-12-28,€27.00m,AC Milan,28
Anthony Knockaert,2013-03-02,€2.00m,Leicester City,21
Anthony Knockaert,2013-07-11,€1.80m,Leicester City,21
Anthony Knockaert,2014-08-12,€3.00m,Leicester City,22
Anthony Knockaert,2017-06-28,€8.00m,Brighton & Hove Albion,25
Anthony Knockaert,2018-01-02,€8.00m,Brighton & Hove Albion,26
Anthony Knockaert,2018-05-28,€8.00m,Brighton & Hove Albion,26
Anthony Knockaert,2018-12-19,€8.00m,Brighton & Hove Albion,27
Anthony Knockaert,2020-02-27,€8.00m,Fulham FC,28
Anthony Knockaert,2020-10-13,€5.00m,Fulham FC,28
