player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Morgan Schneiderlin,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,"Nov 8, 1989",186,right,Defensive Midfield,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2020,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2020,2230000,2020,https://www.transfermarkt.com/morgan-schneiderlin/marktwertverlauf/spieler/56818,https://www.transfermarkt.com/morgan-schneiderlin/leistungsdaten/spieler/56818,56818
Rafinha,https://www.transfermarkt.com/rafinha/profil/spieler/129473,"Feb 12, 1993",174,left,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,1500000,2020,https://www.transfermarkt.com/rafinha/marktwertverlauf/spieler/129473,https://www.transfermarkt.com/rafinha/leistungsdaten/spieler/129473,129473
Alexander Nübel,https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778,"Sep 30, 1996",193,right,Goalkeeper,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/alexander-nubel/marktwertverlauf/spieler/195778,https://www.transfermarkt.com/alexander-nubel/leistungsdaten/spieler/195778,195778
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,"May 10, 1988",172,both,Attacking Midfield,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/adam-lallana/marktwertverlauf/spieler/43530,https://www.transfermarkt.com/adam-lallana/leistungsdaten/spieler/43530,43530
Pedro,https://www.transfermarkt.com/pedro/profil/spieler/65278,"Jul 28, 1987",167,both,Right Winger,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/pedro/marktwertverlauf/spieler/65278,https://www.transfermarkt.com/pedro/leistungsdaten/spieler/65278,65278
Kenedy,https://www.transfermarkt.com/kenedy/profil/spieler/281404,"Feb 8, 1996",182,left,Left Midfield,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,Spain,LaLiga,Granada CF,https://www.transfermarkt.com/fc-granada/startseite/verein/16795/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/kenedy/marktwertverlauf/spieler/281404,https://www.transfermarkt.com/kenedy/leistungsdaten/spieler/281404,281404
Carles Pérez,https://www.transfermarkt.com/carles-perez/profil/spieler/282810,"Feb 16, 1998",173,left,Right Winger,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2020,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,13000000,2020,https://www.transfermarkt.com/carles-perez/marktwertverlauf/spieler/282810,https://www.transfermarkt.com/carles-perez/leistungsdaten/spieler/282810,282810
Enes Ünal,https://www.transfermarkt.com/enes-unal/profil/spieler/251106,"May 10, 1997",187,right,Centre-Forward,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2020,Spain,LaLiga,Getafe CF,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2020,9000000,2020,https://www.transfermarkt.com/enes-unal/marktwertverlauf/spieler/251106,https://www.transfermarkt.com/enes-unal/leistungsdaten/spieler/251106,251106
Bouna Sarr,https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685,"Jan 31, 1992",177,right,Right-Back,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,8000000,2020,https://www.transfermarkt.com/bouna-sarr/marktwertverlauf/spieler/190685,https://www.transfermarkt.com/bouna-sarr/leistungsdaten/spieler/190685,190685
Dalbert,https://www.transfermarkt.com/dalbert/profil/spieler/312862,"Sep 8, 1993",181,left,Left-Back,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2020,2500000,2020,https://www.transfermarkt.com/dalbert/marktwertverlauf/spieler/312862,https://www.transfermarkt.com/dalbert/leistungsdaten/spieler/312862,312862
Joshua Zirkzee,https://www.transfermarkt.com/joshua-zirkzee/profil/spieler/435648,"May 22, 2001",193,right,Centre-Forward,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2020,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/joshua-zirkzee/marktwertverlauf/spieler/435648,https://www.transfermarkt.com/joshua-zirkzee/leistungsdaten/spieler/435648,435648
Ethan Ampadu,https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771,"Sep 14, 2000",183,right,Centre-Back,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2020,England,Premier League,Sheffield United,https://www.transfermarkt.com/sheffield-united/startseite/verein/350/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/ethan-ampadu/marktwertverlauf/spieler/392771,https://www.transfermarkt.com/ethan-ampadu/leistungsdaten/spieler/392771,392771
Jeff Hendrick,https://www.transfermarkt.com/jeff-hendrick/profil/spieler/148262,"Jan 31, 1992",185,right,Central Midfield,England,Premier League,Burnley FC,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2020,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/jeff-hendrick/marktwertverlauf/spieler/148262,https://www.transfermarkt.com/jeff-hendrick/leistungsdaten/spieler/148262,148262
Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,"Feb 11, 2001",175,left,Left Winger,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,Spain,LaLiga,SD Eibar,https://www.transfermarkt.com/sd-eibar/startseite/verein/1533/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/bryan-gil/marktwertverlauf/spieler/537382,https://www.transfermarkt.com/bryan-gil/leistungsdaten/spieler/537382,537382
Karim Rekik,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579,"Dec 2, 1994",186,left,Centre-Back,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2020,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,2000000,2020,https://www.transfermarkt.com/karim-rekik/marktwertverlauf/spieler/182579,https://www.transfermarkt.com/karim-rekik/leistungsdaten/spieler/182579,182579
Alberto Grassi,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473,"Mar 7, 1995",183,right,Central Midfield,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,8450000,2020,https://www.transfermarkt.com/alberto-grassi/marktwertverlauf/spieler/197473,https://www.transfermarkt.com/alberto-grassi/leistungsdaten/spieler/197473,197473
Grégoire Defrel,https://www.transfermarkt.com/gregoire-defrel/profil/spieler/163222,"Jun 17, 1991",179,left,Centre-Forward,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,10000000,2020,https://www.transfermarkt.com/gregoire-defrel/marktwertverlauf/spieler/163222,https://www.transfermarkt.com/gregoire-defrel/leistungsdaten/spieler/163222,163222
Yann Karamoh,https://www.transfermarkt.com/yann-karamoh/profil/spieler/324804,"Jul 8, 1998",185,right,Left Winger,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,8000000,2020,https://www.transfermarkt.com/yann-karamoh/marktwertverlauf/spieler/324804,https://www.transfermarkt.com/yann-karamoh/leistungsdaten/spieler/324804,324804
Caio Henrique,https://www.transfermarkt.com/caio-henrique/profil/spieler/420064,"Jul 31, 1997",179,left,Left-Back,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2020,8000000,2020,https://www.transfermarkt.com/caio-henrique/marktwertverlauf/spieler/420064,https://www.transfermarkt.com/caio-henrique/leistungsdaten/spieler/420064,420064
Sergio Rico,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,"Sep 1, 1993",195,right,Goalkeeper,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2020,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2020,6000000,2020,https://www.transfermarkt.com/sergio-rico/marktwertverlauf/spieler/207302,https://www.transfermarkt.com/sergio-rico/leistungsdaten/spieler/207302,207302
Antonin Barak,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261,"Dec 3, 1994",190,left,Attacking Midfield,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/antonin-barak/marktwertverlauf/spieler/272261,https://www.transfermarkt.com/antonin-barak/leistungsdaten/spieler/272261,272261
Adrien Silva,https://www.transfermarkt.com/adrien-silva/profil/spieler/56810,"Mar 15, 1989",175,right,Central Midfield,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2020,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/adrien-silva/marktwertverlauf/spieler/56810,https://www.transfermarkt.com/adrien-silva/leistungsdaten/spieler/56810,56810
Panagiotis Retsos,https://www.transfermarkt.com/panagiotis-retsos/profil/spieler/324351,"Aug 9, 1998",186,right,Centre-Back,Germany,Bundesliga,Bayer 04 Leverkusen,https://www.transfermarkt.com/bayer-04-leverkusen/startseite/verein/15/saison_id/2020,France,Ligue 1,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/panagiotis-retsos/marktwertverlauf/spieler/324351,https://www.transfermarkt.com/panagiotis-retsos/leistungsdaten/spieler/324351,324351
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,"Nov 11, 1996",172,left,Right Winger,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/adam-ounas/marktwertverlauf/spieler/400485,https://www.transfermarkt.com/adam-ounas/leistungsdaten/spieler/400485,400485
Sofiane Boufal,https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271,"Sep 17, 1993",175,right,Left Winger,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2020,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/sofiane-boufal/marktwertverlauf/spieler/232271,https://www.transfermarkt.com/sofiane-boufal/leistungsdaten/spieler/232271,232271
Nathaniel Clyne,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,"Apr 5, 1991",175,right,Right-Back,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2020,England,Premier League,Crystal Palace,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/nathaniel-clyne/marktwertverlauf/spieler/85177,https://www.transfermarkt.com/nathaniel-clyne/leistungsdaten/spieler/85177,85177
Sead Kolasinac,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005,"Jun 20, 1993",183,left,Left-Back,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,Germany,Bundesliga,FC Schalke 04,https://www.transfermarkt.com/fc-schalke-04/startseite/verein/33/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/sead-kolasinac/marktwertverlauf/spieler/94005,https://www.transfermarkt.com/sead-kolasinac/leistungsdaten/spieler/94005,94005
Pol Lirola,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975,"Aug 13, 1997",183,right,Right-Back,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/pol-lirola/marktwertverlauf/spieler/298975,https://www.transfermarkt.com/pol-lirola/leistungsdaten/spieler/298975,298975
Mathew Ryan,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969,"Apr 8, 1992",184,right,Goalkeeper,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2020,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/mathew-ryan/marktwertverlauf/spieler/128969,https://www.transfermarkt.com/mathew-ryan/leistungsdaten/spieler/128969,128969
Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,"Nov 11, 1996",172,left,Right Winger,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,FC Crotone,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/adam-ounas/marktwertverlauf/spieler/400485,https://www.transfermarkt.com/adam-ounas/leistungsdaten/spieler/400485,400485
Paul Bernardoni,https://www.transfermarkt.com/paul-bernardoni/profil/spieler/318507,"Apr 18, 1997",190,left,Goalkeeper,France,Ligue 1,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2020,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2020,7500000,2020,https://www.transfermarkt.com/paul-bernardoni/marktwertverlauf/spieler/318507,https://www.transfermarkt.com/paul-bernardoni/leistungsdaten/spieler/318507,318507
Mattia De Sciglio,https://www.transfermarkt.com/mattia-de-sciglio/profil/spieler/88682,"Oct 20, 1992",183,right,Right-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/mattia-de-sciglio/marktwertverlauf/spieler/88682,https://www.transfermarkt.com/mattia-de-sciglio/leistungsdaten/spieler/88682,88682
José Callejón,https://www.transfermarkt.com/jose-callejon/profil/spieler/61253,"Feb 11, 1987",178,right,Right Winger,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,free transfer,2020,https://www.transfermarkt.com/jose-callejon/marktwertverlauf/spieler/61253,https://www.transfermarkt.com/jose-callejon/leistungsdaten/spieler/61253,61253
Nehuén Pérez,https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693,"Jun 24, 2000",184,right,Centre-Back,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2020,Spain,LaLiga,Granada CF,https://www.transfermarkt.com/fc-granada/startseite/verein/16795/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/nehuen-perez/marktwertverlauf/spieler/491693,https://www.transfermarkt.com/nehuen-perez/leistungsdaten/spieler/491693,491693
Kevin Lasagna,https://www.transfermarkt.com/kevin-lasagna/profil/spieler/131951,"Aug 10, 1992",181,left,Centre-Forward,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,loan transfer,2020,https://www.transfermarkt.com/kevin-lasagna/marktwertverlauf/spieler/131951,https://www.transfermarkt.com/kevin-lasagna/leistungsdaten/spieler/131951,131951
